text,context_class,relevance_level,primary_label,secondary_label,tertiary_label,source_page,matched_general_terms,matched_specific_terms,score,source,word_len,char_len,level_weight,length_quality,selection_score
"Approaching 40 years of service, the NASA TV channel airs content ranging from live coverage of crewed missions to video coverage of significant milestones for operating robotic spacecraft (e.g. rover landings on Mars) and domestic and international launches. The channel is delivered by NASA and is broadcast by satellite and over the Internet. The system initially started to capture archival footage of important space events for NASA managers and engineers and expanded as public interest grew.",space_astronomy,primary,space_exploration,,,NASA,"mission, satellite, space, star","launch, nasa, satellite, spacecraft",19.0,wikipedia,76,498,3,4.0,52.502
"When Galileo discovered satellites orbiting Jupiter, he named them 'moons' because, like the Moon, they can be considered planets orbiting another planet. : 7 Some experts hold to a geophysical definition that classifies moons as planets that orbit the Sun while incidentally orbiting another planet. : 25 Some have suggested that the Earth and Moon form a double planet system, : 70 but most scientists agree that this would require the orbital barycenter to lie outside of Earth, which it does not.",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet, satellite","moon, orbit, planet, sun",19.0,wikipedia,82,500,3,4.0,52.5
"Because the Moon continuously blocks the view of a half-degree-wide circular area of the sky, the related phenomenon of occultation occurs when a bright star or planet passes behind the Moon and is occulted: hidden from view. In this way, a solar eclipse is an occultation of the Sun. Because the Moon is comparatively close to Earth, occultations of individual stars are not visible everywhere on the planet, nor at the same time. Because of the precession of the lunar orbit, each year different stars are occulted.",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet, star","moon, orbit, planet, sun",19.0,wikipedia,87,517,3,4.0,52.483
"As a comparison, the neighboring Andromeda Galaxy contains an estimated one trillion (10 12 ) stars. The Milky Way may contain ten billion white dwarfs , a billion neutron stars , and a hundred million stellar black holes .",space_astronomy,primary,stars_and_galaxies,,,Milky_Way,"galaxy, star","black hole, galaxy, milky way, star, stellar",18.5,wikipedia,39,223,3,6.0,54.777
"Spacecraft used for human spaceflight carry people on board as crew or passengers from start or on orbit ( space stations ) only, whereas those used for robotic space missions operate either autonomously or telerobotically . Robotic spacecraft used to support scientific research are space probes . Robotic spacecraft that remain in orbit around a planetary body are artificial satellites .",space_astronomy,primary,space_exploration,,,Spacecraft,"mission, orbit, planet, satellite, space, star","satellite, space mission, spacecraft",18.5,wikipedia,61,390,3,6.0,54.61
"Objects of interest include planets , moons , stars , nebulae , galaxies , meteoroids , asteroids , and comets . Relevant phenomena include supernova explosions, gamma ray bursts , quasars , blazars , pulsars , and cosmic microwave background radiation . More generally, astronomy studies everything that originates beyond Earth's atmosphere . Cosmology is the branch of astronomy that studies the universe as a whole.",space_astronomy,primary,astronomy,,,Astronomy,"astronomy, cosmic, moon, planet, star, universe","astronomy, cosmology, universe",18.5,wikipedia,66,418,3,6.0,54.582
"Exoplanets have been found that are much closer to their parent star than any planet in the Solar System is to the Sun. Mercury, the closest planet to the Sun at 0.4 AU , takes 88 days for an orbit, but ultra-short period planets can orbit in less than a day.",space_astronomy,primary,solar_system,,,Planet,"orbit, planet, star","orbit, planet, solar system, sun",18.3,wikipedia,51,259,3,6.0,54.341
"In the Solar System, all the planets orbit the Sun in the same direction as the Sun rotates : counter-clockwise as seen from above the Sun's north pole. At least one exoplanet, WASP-17b , has been found to orbit in the opposite direction to its star's rotation.",space_astronomy,primary,solar_system,,,Planet,"orbit, planet, star","orbit, planet, solar system, sun",18.3,wikipedia,47,261,3,6.0,54.339
"This has led some scientists to argue that the Moon could be identified as a planet, both historically and qualitatively, adding that its mass would be enough to clear its orbit around the Sun if it were on its own. This would imply that the Earth-Moon system is a double planet .",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet","moon, orbit, planet, sun",18.3,wikipedia,52,280,3,6.0,54.32
"In a heliocentric frame of reference the Moon orbits the Sun, perturbed by Earth. This has led some scientists to argue that the Moon could be identified as a planet, both historically and qualitatively, adding that its mass would be enough to clear its orbit around the Sun if it were on its own.",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet","moon, orbit, planet, sun",18.3,wikipedia,54,297,3,6.0,54.303000000000004
"In the Solar System, all the planets orbit the Sun in the same direction as the Sun rotates : counter-clockwise as seen from above the Sun's north pole. At least one exoplanet, WASP-17b , has been found to orbit in the opposite direction to its star's rotation. The period of one revolution of a planet's orbit is known as its sidereal period or year .",space_astronomy,primary,solar_system,,,Planet,"orbit, planet, star","orbit, planet, solar system, sun",18.3,wikipedia,65,352,3,6.0,54.248000000000005
"In a heliocentric frame of reference the Moon orbits the Sun, perturbed by Earth. This has led some scientists to argue that the Moon could be identified as a planet, both historically and qualitatively, adding that its mass would be enough to clear its orbit around the Sun if it were on its own. This would imply that the Earth-Moon system is a double planet .",space_astronomy,primary,solar_system,,,Moon,"moon, orbit, planet","moon, orbit, planet, sun",18.3,wikipedia,66,362,3,6.0,54.238
"The four outer planets, called giant planets or Jovian planets, collectively make up 99% of the mass orbiting the Sun. All four giant planets have multiple moons and a ring system, although only Saturn's rings are easily observed from Earth. Jupiter and Saturn are composed mainly of gases with extremely low melting points, such as hydrogen, helium, and neon , hence their designation as gas giants .",space_astronomy,primary,solar_system,,,Solar_System,"moon, orbit, planet","moon, orbit, planet, sun",18.3,wikipedia,67,401,3,6.0,54.199
"Exoplanets have been found that are much closer to their parent star than any planet in the Solar System is to the Sun. Mercury, the closest planet to the Sun at 0.4 AU , takes 88 days for an orbit, but ultra-short period planets can orbit in less than a day. The Kepler-11 system has five of its planets in shorter orbits than Mercury's, all of them much more massive than Mercury.",space_astronomy,primary,solar_system,,,Planet,"orbit, planet, star","orbit, planet, solar system, sun",18.3,wikipedia,72,382,3,5.0,52.718
